,manufacturer,price,number_of_reviews,number_of_answered_questions,average_review_rating,price_min,price_max,number_available_in_stock,collectible,new,refurbished,unavailable,used,condition
6958,Playmobil,9.61,4,3.0,4.8,9.61,9.61,7,0,1,0,0,0,new
6959,Jun Planning,15.21,1,3.0,5.0,15.21,15.21,12,0,1,0,0,0,new
6960,FunKo,9.07,2,3.0,4.5,9.07,9.07,19,0,1,0,0,0,new
6961,The Trash Pack,24.95,1,3.0,5.0,24.95,24.95,0,0,0,0,1,0,unavailable
6962,Marvel,15.66,2,3.0,5.0,15.66,15.66,15,0,1,0,0,0,new
6963,LEGO,7.95,7,3.0,5.0,7.95,7.95,4,0,1,0,0,0,new
6964,FunKo,9.79,11,3.0,4.7,9.79,9.79,17,0,1,0,0,0,new
6965,Rocky Horror Picture Show,7.99,1,3.0,5.0,7.99,7.99,21,0,1,0,0,0,new
6966,POP! Vinyl,9.79,18,3.0,4.8,9.79,9.79,16,0,1,0,0,0,new
6967,FunKo,12.88,1,3.0,5.0,12.88,12.88,21,0,1,0,0,0,new
6968,Playmobil,123.69,1,3.0,5.0,123.69,123.69,3,0,1,0,0,0,new
6969,LEGO,4.58,46,3.0,4.7,4.58,4.58,11,0,1,0,0,0,new
6970,LEGO,12.95,7,3.0,5.0,12.95,12.95,4,0,1,0,0,0,new
6971,Character,14.99,1,3.0,5.0,14.99,14.99,4,0,1,0,0,0,new
6972,Disney,16.99,4,3.0,4.0,16.99,16.99,0,0,0,0,1,0,unavailable
6973,Bullyland,6.92,1,1.0,5.0,6.92,6.92,4,0,1,0,0,0,new
6974,Hasbro,10.75,3,1.0,5.0,10.75,10.75,8,0,1,0,0,0,new
6975,Bandai,34.49,2,1.0,5.0,34.49,34.49,12,0,1,0,0,0,new
6976,Peppa Pig,10.90,17,1.0,4.8,10.9,10.9,22,0,1,0,0,0,new
6977,Jurassic World,8.99,10,1.0,4.4,8.99,8.99,35,0,1,0,0,0,new
6978,LEGO,19.95,3,1.0,4.0,19.95,19.95,2,0,1,0,0,0,new
6979,Bullyland,4.77,1,1.0,5.0,4.77,4.77,16,0,1,0,0,0,new
6980,Power Rangers,25.99,66,3.0,4.6,25.99,25.99,8,0,1,0,0,0,new
6981,FunKo,14.73,1,3.0,5.0,14.73,14.73,8,0,1,0,0,0,new
6982,Le Toy Van,20.00,3,3.0,4.3,20.0,20.0,12,0,1,0,0,0,new
6983,Power Rangers Megaforce,7.99,14,3.0,4.4,7.99,7.99,2,0,1,0,0,0,new
6984,LEGO,8.95,3,3.0,5.0,8.95,8.95,7,0,1,0,0,0,new
6985,Toy Zany,39.96,1,3.0,4.0,39.96,39.96,7,0,1,0,0,0,new
6986,Aliens,57.95,2,3.0,5.0,57.95,57.95,6,0,1,0,0,0,new
6987,POP! Vinyl,9.85,3,3.0,5.0,9.85,9.85,10,0,1,0,0,0,new
6988,Postman Pat,23.99,1,3.0,5.0,23.99,23.99,5,0,1,0,0,0,new
6989,Moshi Monsters,4.99,7,3.0,4.7,4.99,4.99,8,0,1,0,0,0,new
6990,Disney,6.99,2,3.0,4.5,6.99,6.99,31,0,1,0,0,0,new
6991,POP! Bobble,9.85,5,3.0,5.0,9.85,9.85,31,0,1,0,0,0,new
6992,LEGO,7.29,5,3.0,4.6,7.29,7.29,31,0,1,0,0,0,new
6993,Perfect Combiner,39.99,1,3.0,5.0,39.99,39.99,0,0,0,0,1,0,unavailable
6994,KSG,6.99,10,3.0,4.6,6.99,6.99,6,0,1,0,0,0,new
6995,Toy Zany,30.98,2,3.0,4.5,30.98,30.98,13,0,1,0,0,0,new
6996,Ben 10,7.99,18,3.0,4.7,7.99,7.99,4,0,1,0,0,0,new
6997,FunKo,11.29,4,3.0,5.0,11.29,11.29,26,0,1,0,0,0,new
6998,Max Factory,29.99,43,4.0,4.8,29.99,29.99,70,0,1,0,0,0,new
6999,Le Toy Van,25.00,1,4.0,5.0,25.0,25.0,7,0,1,0,0,0,new
7000,NFL,19.99,1,4.0,5.0,19.99,19.99,7,0,1,0,0,0,new
7001,FunKo,7.99,17,4.0,4.9,7.99,7.99,17,0,1,0,0,0,new
7002,Kotobukiya,17.78,3,4.0,5.0,17.78,17.78,40,0,1,0,0,0,new
7003,LEGO,9.99,6,4.0,4.2,9.99,9.99,3,0,1,0,0,0,new
7004,Hasbro,6.99,8,4.0,4.1,6.99,6.99,10,0,1,0,0,0,new
7005,Aimee shine,14.97,1,2.0,5.0,14.97,14.97,2,0,1,0,0,0,new
7006,POP! Vinyl,9.52,14,2.0,4.9,9.52,9.52,37,0,1,0,0,0,new
7007,Comansi,4.59,2,2.0,5.0,4.59,4.59,16,0,1,0,0,0,new
7008,Star Cutouts Ltd,28.40,1,2.0,5.0,28.4,28.4,4,0,1,0,0,0,new
7009,Power Rangers,9.99,4,2.0,5.0,9.99,9.99,6,0,1,0,0,0,new
7010,FunKo,10.99,1,2.0,5.0,10.99,10.99,36,0,1,0,0,0,new
7011,Star images,4.55,18,2.0,4.9,4.55,4.55,4,0,1,0,0,0,new
7012,Hasbro,8.99,7,2.0,4.6,8.99,8.99,5,0,1,0,0,0,new
7013,The Avengers,29.99,19,1.0,4.3,29.99,29.99,4,0,1,0,0,0,new
7014,LEGO,10.95,9,1.0,4.8,10.95,10.95,6,0,1,0,0,0,new
7015,The Zelf's,5.99,3,1.0,4.3,5.99,5.99,0,0,0,0,1,0,unavailable
7016,Star Wars,9.95,1,1.0,5.0,9.95,9.95,27,0,1,0,0,0,new
7017,Disney,15.89,1,1.0,5.0,15.89,15.89,3,0,1,0,0,0,new
7018,FunKo,12.99,8,1.0,4.9,12.99,12.99,11,0,1,0,0,0,new
7019,Tomy,4.24,2,1.0,5.0,4.24,4.24,7,0,1,0,0,0,new
7020,Star images,23.22,1,1.0,5.0,23.22,23.22,14,0,1,0,0,0,new
7021,Moshi Monsters,2.99,8,1.0,4.8,2.99,2.99,4,0,1,0,0,0,new
7022,Star Cutouts Ltd,24.73,5,1.0,4.6,24.73,24.73,8,0,1,0,0,0,new
7023,LEGO,14.95,1,1.0,4.0,14.95,14.95,0,0,0,0,1,0,unavailable
7024,Polesie Wader,62.33,1,1.0,5.0,62.33,62.33,2,0,1,0,0,0,new
7025,Hasbro,8.99,2,1.0,5.0,8.99,8.99,9,0,1,0,0,0,new
7026,Collectable Minifigures,12.95,1,1.0,5.0,12.95,12.95,0,0,0,0,1,0,unavailable
7027,Star Cutouts Ltd,28.74,5,1.0,5.0,28.74,28.74,6,0,1,0,0,0,new
7028,Power Rangers,14.86,12,1.0,4.6,14.86,14.86,6,0,1,0,0,0,new
7029,Nickelodeon,35.99,2,1.0,4.0,35.99,35.99,2,0,1,0,0,0,new
7030,Disney,12.69,9,1.0,4.8,12.69,12.69,36,0,1,0,0,0,new
7031,FunKo,7.03,4,1.0,5.0,7.03,7.03,12,0,1,0,0,0,new
7032,Star Cutouts Ltd,32.18,2,1.0,5.0,32.18,32.18,3,0,1,0,0,0,new
7033,Marvel,16.02,3,1.0,4.3,16.02,16.02,29,0,1,0,0,0,new
7034,NECA,91.41,4,1.0,5.0,91.41,91.41,11,0,1,0,0,0,new
7035,Batman,40.99,1,1.0,5.0,40.99,40.99,0,0,0,0,1,0,unavailable
7036,FunKo,15.46,2,1.0,5.0,15.46,15.46,5,0,1,0,0,0,new
7037,Fireman Sam,11.99,7,1.0,4.3,11.99,11.99,31,0,1,0,0,0,new
7038,Super Mario Bros.,38.39,1,1.0,5.0,38.39,38.39,36,0,1,0,0,0,new
7039,LEGO,9.95,1,1.0,4.0,9.95,9.95,5,0,1,0,0,0,new
7040,Bullyland,23.99,9,1.0,4.1,23.99,23.99,0,0,0,0,1,0,unavailable
7041,LEGO,4.40,6,1.0,4.0,4.4,4.4,7,0,1,0,0,0,new
7042,FunKo,15.70,17,1.0,4.6,15.7,15.7,41,0,1,0,0,0,new
7043,Marvel,173.60,2,1.0,5.0,173.6,173.6,3,0,1,0,0,0,new
7044,POP! Vinyl,7.79,3,1.0,4.0,7.79,7.79,27,0,1,0,0,0,new
7045,LEGO,3.24,4,1.0,5.0,3.24,3.24,23,0,1,0,0,0,new
7046,LEGO,14.72,5,1.0,4.0,14.72,14.72,4,0,1,0,0,0,new
7047,Ghostbusters,29.99,1,1.0,5.0,29.99,29.99,4,0,1,0,0,0,new
7048,Disney Frozen,19.75,1,1.0,5.0,19.75,19.75,10,0,1,0,0,0,new
7049,Trefl,13.99,2,1.0,4.0,13.99,13.99,5,0,1,0,0,0,new
7050,Zombie Zity,24.99,1,1.0,4.0,24.99,24.99,0,0,0,0,1,0,unavailable
7051,LEGO,11.95,1,1.0,5.0,11.95,11.95,3,0,1,0,0,0,new
7052,LEGO,9.95,12,1.0,4.3,9.95,9.95,4,0,1,0,0,0,new
7053,Simba,6.71,7,1.0,4.0,6.71,6.71,18,0,1,0,0,0,new
7054,Bristol Novelties,0.89,1,1.0,4.0,0.89,0.89,15,0,1,0,0,0,new
7055,Power Rangers,99.99,15,1.0,5.0,99.99,99.99,0,0,0,0,1,0,unavailable
7056,The Trash Pack,6.99,2,1.0,4.5,6.99,6.99,13,0,1,0,0,0,new
7057,Disney,5.49,6,1.0,5.0,5.49,5.49,27,0,1,0,0,0,new
7058,LEGO,6.95,5,1.0,4.6,6.95,6.95,4,0,1,0,0,0,new
7059,Tomy,24.74,1,1.0,4.0,24.74,24.74,4,0,1,0,0,0,new
7060,POP! Vinyl,9.81,1,1.0,5.0,9.81,9.81,33,0,1,0,0,0,new
7061,Hasbro,8.52,1,1.0,5.0,8.52,8.52,4,0,1,0,0,0,new
7062,Power Rangers Megaforce,7.59,24,1.0,4.2,7.59,7.59,6,0,1,0,0,0,new
7063,Character Options,9.99,7,1.0,4.6,9.99,9.99,2,0,1,0,0,0,new
7064,LEGO,14.65,7,1.0,5.0,14.65,14.65,5,0,1,0,0,0,new
7065,Penzora,13.99,3,1.0,5.0,13.99,13.99,0,0,0,0,1,0,unavailable
7066,Thor,179.55,1,1.0,5.0,179.55,179.55,29,0,1,0,0,0,new
7067,Unknown,195.53,2,1.0,5.0,195.53,195.53,6,0,1,0,0,0,new
7068,LEGO,8.23,4,1.0,5.0,8.23,8.23,8,0,1,0,0,0,new
7069,Power Rangers Super Mega Force,7.00,3,1.0,4.7,7.0,7.0,5,0,1,0,0,0,new
7070,LEGO,8.20,7,1.0,4.3,8.2,8.2,5,0,1,0,0,0,new
7071,POP! Vinyl,11.99,1,1.0,5.0,11.99,11.99,30,0,1,0,0,0,new
7072,Noble Collection,40.00,1,1.0,5.0,40.0,40.0,10,0,1,0,0,0,new
7073,StressCHECK Ltd,5.99,7,1.0,4.7,5.99,5.99,3,0,1,0,0,0,new
7074,Ben & Holly,24.99,60,2.0,4.7,24.99,24.99,19,0,1,0,0,0,new
7075,Playmobil,100.49,3,2.0,4.7,100.49,100.49,2,0,1,0,0,0,new
7076,LEGO,9.95,4,2.0,4.5,9.95,9.95,6,0,1,0,0,0,new
7077,Power Rangers,7.99,3,2.0,5.0,7.99,7.99,5,0,1,0,0,0,new
7078,LEGO,10.49,5,2.0,4.8,10.49,10.49,7,0,1,0,0,0,new
7079,LEGO,9.76,1,2.0,4.0,9.76,9.76,6,0,1,0,0,0,new
7080,Star Cutouts Ltd,28.40,11,2.0,4.7,28.4,28.4,4,0,1,0,0,0,new
7081,Comansi,4.11,1,2.0,5.0,4.11,4.11,16,0,1,0,0,0,new
7082,Bruder,15.27,17,1.0,4.2,15.27,15.27,0,0,0,0,1,0,unavailable
7083,Pokémon,18.77,7,1.0,4.9,18.77,18.77,12,0,1,0,0,0,new
7084,Bullyland,6.85,2,1.0,4.0,6.85,6.85,0,0,0,0,1,0,unavailable
7085,Zomlings Series 4,23.50,2,1.0,5.0,23.5,23.5,4,0,1,0,0,0,new
7086,LEGO,14.41,4,1.0,5.0,14.41,14.41,8,0,1,0,0,0,new
7087,Adventure Time,12.99,12,1.0,4.3,12.99,12.99,6,0,1,0,0,0,new
7088,Peppa Pig,19.97,56,1.0,4.5,19.97,19.97,22,0,1,0,0,0,new
7089,LEGO,6.75,4,1.0,5.0,6.75,6.75,14,0,1,0,0,0,new
7090,Mortal Kombat,41.99,1,1.0,4.0,41.99,41.99,4,0,1,0,0,0,new
7091,Star Wars,15.92,6,2.0,4.8,15.92,15.92,11,0,1,0,0,0,new
7092,Smiffy's,39.98,1,2.0,5.0,39.98,39.98,3,0,1,0,0,0,new
7093,Star Cutouts Ltd,22.86,5,1.0,4.8,22.86,22.86,5,0,1,0,0,0,new
7094,Bin Weevils,4.99,2,1.0,4.5,4.99,4.99,2,0,1,0,0,0,new
7095,filmwelt-shop,39.99,4,1.0,4.8,39.99,39.99,3,0,1,0,0,0,new
7096,How to Train You Dragon,9.99,10,1.0,4.4,9.99,9.99,35,0,1,0,0,0,new
7097,LEGO,3.57,3,1.0,4.7,3.57,3.57,18,0,1,0,0,0,new
7098,LEGO,8.58,5,1.0,4.8,8.58,8.58,3,0,1,0,0,0,new
7099,The Green Board Game Co.,5.99,21,1.0,4.4,5.99,5.99,12,0,1,0,0,0,new
7100,Wild Kratts,13.90,1,1.0,4.0,13.9,13.9,2,0,1,0,0,0,new
7101,LEGO,18.95,6,1.0,4.5,18.95,18.95,8,0,1,0,0,0,new
7102,LEGO,8.44,12,1.0,4.6,8.44,8.44,8,0,1,0,0,0,new
7103,LEGO,12.78,2,1.0,4.5,12.78,12.78,10,0,1,0,0,0,new
7104,Minecraft,5.81,66,2.0,4.8,5.81,5.81,42,0,1,0,0,0,new
7105,Disney,7.99,6,2.0,4.5,7.99,7.99,26,0,1,0,0,0,new
7106,Transformers,19.99,13,2.0,4.4,19.99,19.99,2,0,1,0,0,0,new
7107,Kung Zhu Hamsters,3.49,1,2.0,5.0,3.49,3.49,6,0,1,0,0,0,new
7108,FunKo,4.83,1,2.0,5.0,4.83,4.83,24,0,1,0,0,0,new
7109,The Trash Pack,14.99,76,3.0,4.5,14.99,14.99,3,0,1,0,0,0,new
7110,Disney,21.59,1,3.0,5.0,21.59,21.59,7,0,1,0,0,0,new
7111,Kotobukiya,299.77,1,3.0,5.0,299.77,299.77,0,0,0,0,1,0,unavailable
7112,Terraria,7.99,2,3.0,5.0,7.99,7.99,4,0,1,0,0,0,new
7113,The Nightmare Before Christmas,27.99,3,3.0,4.3,27.99,27.99,9,0,1,0,0,0,new
7114,Disney,9.79,4,3.0,5.0,9.79,9.79,46,0,1,0,0,0,new
7115,Zhu Zhu Ponies,5.40,1,3.0,4.0,5.4,5.4,8,0,1,0,0,0,new
7116,Halo,19.46,6,3.0,4.0,19.46,19.46,7,0,1,0,0,0,new
7117,Playmobil,9.99,1,3.0,5.0,9.99,9.99,0,0,0,0,1,0,unavailable
7118,NECA,27.17,1,3.0,5.0,27.17,27.17,20,0,1,0,0,0,new
7119,POP! Vinyl,11.97,1,3.0,5.0,11.97,11.97,19,0,1,0,0,0,new
7120,Olde Scotland Yard Ltd.,56.99,3,1.0,5.0,56.99,56.99,0,0,0,0,1,0,unavailable
7121,The Puppet Company,6.50,2,,4.5,6.5,6.5,0,0,0,0,1,0,unavailable
7122,Gund,4.75,1,,5.0,4.75,4.75,0,0,0,0,1,0,unavailable
7123,The Puppet Company,6.50,17,,4.9,6.5,6.5,0,0,0,0,1,0,unavailable
7124,Peppa Pig,6.69,1,,5.0,6.69,6.69,8,0,1,0,0,0,new
7125,Melissa & Doug,43.99,200,4.0,4.9,43.99,43.99,17,0,1,0,0,0,new
7126,howa,49.95,2,4.0,5.0,49.95,49.95,0,0,0,0,1,0,unavailable
7127,Homgaty,5.99,47,4.0,4.2,5.99,5.99,0,0,0,0,1,0,unavailable
7128,The Puppet Company,21.00,7,4.0,4.9,21.0,21.0,2,0,1,0,0,0,new
7129,Santoys,89.95,4,1.0,5.0,89.95,89.95,0,0,0,0,1,0,unavailable
7130,Casdon,15.00,379,17.0,4.1,15.0,15.0,15,0,1,0,0,0,new
7131,Pintoy,89.95,7,1.0,5.0,89.95,89.95,0,0,0,0,1,0,unavailable
7132,The Puppet Company,3.50,3,1.0,4.7,3.5,3.5,0,0,0,0,1,0,unavailable
7133,The Puppet Company,3.50,2,1.0,5.0,3.5,3.5,0,0,0,0,1,0,unavailable
7134,MTS,9.39,4,1.0,4.0,9.39,9.39,0,0,0,0,1,0,unavailable
7135,Fiesta,17.00,8,1.0,4.4,17.0,17.0,3,0,1,0,0,0,new
7136,The Puppet Company,6.00,1,1.0,5.0,6.0,6.0,0,0,0,0,1,0,unavailable
7137,Italeri,8.26,5,1.0,4.6,8.26,8.26,7,0,1,0,0,0,new
7138,Toyland,3.99,1,1.0,4.0,3.99,3.99,3,0,1,0,0,0,new
7139,Erzi,10.35,1,1.0,5.0,10.35,10.35,7,0,1,0,0,0,new
7140,Toyland,12.86,2,1.0,5.0,12.86,12.86,9,0,1,0,0,0,new
7141,The Puppet Company,6.50,4,1.0,4.8,6.5,6.5,0,0,0,0,1,0,unavailable
7142,The Puppet Company,2.00,1,1.0,5.0,2.0,2.0,0,0,0,0,1,0,unavailable
7143,Erzi,4.29,1,1.0,5.0,4.29,4.29,7,0,1,0,0,0,new
7144,Monster High,9.99,2,1.0,5.0,9.99,9.99,4,0,1,0,0,0,new
7145,Casdon,7.27,177,1.0,4.4,7.27,7.27,18,0,1,0,0,0,new
7146,EQD Ltd,10.00,1,1.0,5.0,10.0,10.0,2,0,1,0,0,0,new
7147,The Puppet Company,3.50,2,1.0,4.5,3.5,3.5,0,0,0,0,1,0,unavailable
7148,Early Learning Centre,37.17,24,5.0,4.8,37.17,37.17,11,0,1,0,0,0,new
7149,playteachers,5.00,28,5.0,4.3,5.0,5.0,0,0,0,0,1,0,unavailable
7150,Homgaty,3.99,1,5.0,4.0,3.99,3.99,0,0,0,0,1,0,unavailable
7151,Generic,1.99,132,5.0,4.5,1.99,1.99,28,0,1,0,0,0,new
7152,Pop It Up,14.99,1,5.0,5.0,14.99,14.99,8,0,1,0,0,0,new
7153,Fiesta,14.20,42,5.0,4.4,14.2,14.2,7,0,1,0,0,0,new
7154,The Puppet Company,6.50,1,5.0,5.0,6.5,6.5,0,0,0,0,1,0,unavailable
7155,Generic,2.13,2,5.0,5.0,2.13,2.13,0,0,0,0,1,0,unavailable
7156,The Puppet Company,1.50,3,5.0,4.3,1.5,1.5,0,0,0,0,1,0,unavailable
7157,Hape International,75.69,2,5.0,4.0,75.69,75.69,11,0,1,0,0,0,new
7158,Bigjigs Toys,10.99,1,5.0,5.0,10.99,10.99,0,0,0,0,1,0,unavailable
7159,Infantastic,27.17,6,5.0,4.2,27.17,27.17,0,0,0,0,1,0,unavailable
7160,Tanner,13.99,1,1.0,5.0,13.99,13.99,2,0,1,0,0,0,new
7161,Santoys,17.79,2,1.0,5.0,17.79,17.79,0,0,0,0,1,0,unavailable
7162,Santoys,44.99,13,2.0,4.4,44.99,44.99,3,0,1,0,0,0,new
7163,The Puppet Company,3.50,2,2.0,5.0,3.5,3.5,0,0,0,0,1,0,unavailable
7164,Trade Mark Collections,4.99,4,2.0,4.8,4.99,4.99,0,0,0,0,1,0,unavailable
7165,Disney Princess,5.95,3,2.0,5.0,5.95,5.95,2,0,1,0,0,0,new
7166,Peterkin,5.99,8,2.0,4.1,5.99,5.99,0,0,0,0,1,0,unavailable
7167,The Puppet Company,19.99,8,2.0,4.9,19.99,19.99,2,0,1,0,0,0,new
7168,KIDS-OUTLET,29.35,3,2.0,5.0,29.35,29.35,3,0,1,0,0,0,new
7169,niceEshop,2.99,111,2.0,4.2,2.99,2.99,2,0,1,0,0,0,new
7170,Erzi,9.81,1,2.0,5.0,9.81,9.81,5,0,1,0,0,0,new
7171,Zuh Zhu Pets,24.99,3,2.0,4.7,24.99,24.99,0,0,0,0,1,0,unavailable
7172,Vinsani,12.99,16,2.0,4.4,12.99,12.99,0,0,0,0,1,0,unavailable
7173,Disney Junior,9.95,31,2.0,4.2,9.95,9.95,0,0,0,0,1,0,unavailable
7174,Disney,2.99,3,2.0,4.3,2.99,2.99,2,0,1,0,0,0,new
7175,Vinsani,12.99,2,2.0,4.5,12.99,12.99,0,0,0,0,1,0,unavailable
7176,"Minnie Mouse, Mad about Minnie",3.99,1,2.0,5.0,3.99,3.99,0,0,0,0,1,0,unavailable
7177,howa,25.95,1,2.0,5.0,25.95,25.95,0,0,0,0,1,0,unavailable
7178,Erzi,4.29,1,2.0,5.0,4.29,4.29,7,0,1,0,0,0,new
7179,Melissa & Doug,17.90,1,2.0,5.0,17.9,17.9,15,0,1,0,0,0,new
7180,Toyrific,40.00,1,2.0,5.0,40.0,40.0,0,0,0,0,1,0,unavailable
7181,howa,69.95,17,5.0,4.8,69.95,69.95,0,0,0,0,1,0,unavailable
7182,Barbie,5.50,1,5.0,5.0,5.5,5.5,6,0,1,0,0,0,new
7183,CHIC 2000,23.75,4,5.0,4.5,23.75,23.75,10,0,1,0,0,0,new
7184,KiddyPlay,13.99,3,1.0,4.0,13.99,13.99,0,0,0,0,1,0,unavailable
7185,Homgaty,1.99,2,1.0,4.0,1.99,1.99,0,0,0,0,1,0,unavailable
7186,Barbie,4.10,9,1.0,4.4,4.1,4.1,2,0,1,0,0,0,new
7187,A.S.PUPPETS,35.00,2,1.0,4.5,35.0,35.0,0,0,0,0,1,0,unavailable
7188,The Puppet Company,10.25,7,1.0,4.7,10.25,10.25,3,0,1,0,0,0,new
7189,HAPE Beleduc,16.88,1,1.0,4.0,16.88,16.88,4,0,1,0,0,0,new
7190,Wild Republic,14.01,1,1.0,4.0,14.01,14.01,3,0,1,0,0,0,new
7191,A.S.PUPPETS,15.00,3,1.0,5.0,15.0,15.0,0,0,0,0,1,0,unavailable
7192,The Puppet Company,9.99,3,1.0,5.0,9.99,9.99,3,0,1,0,0,0,new
7193,The Puppet Company,18.50,2,1.0,5.0,18.5,18.5,6,0,1,0,0,0,new
7194,Takara Tomy,38.76,1,2.0,5.0,38.76,38.76,5,0,1,0,0,0,new
7195,The Puppet Company,7.75,16,2.0,4.5,7.75,7.75,0,0,0,0,1,0,unavailable
7196,Folkmanis,37.34,1,2.0,5.0,37.34,37.34,4,0,1,0,0,0,new
7197,A.S.PUPPETS,35.00,1,2.0,4.0,35.0,35.0,0,0,0,0,1,0,unavailable
7198,The Puppet Company,12.99,23,2.0,4.9,12.99,12.99,3,0,1,0,0,0,new
7199,TOOGOO(R),1.01,53,2.0,4.1,1.01,1.01,8,0,1,0,0,0,new
7200,The Puppet Company,12.99,1,1.0,5.0,12.99,12.99,4,0,1,0,0,0,new
7201,Homgaty,2.99,1,1.0,5.0,2.99,2.99,0,0,0,0,1,0,unavailable
7202,The Puppet Company,12.25,3,1.0,4.7,12.25,12.25,3,0,1,0,0,0,new
7203,Golden Bear,19.99,74,2.0,4.8,19.99,19.99,11,0,1,0,0,0,new
7204,The Puppet Company,12.00,1,2.0,5.0,12.0,12.0,0,0,0,0,1,0,unavailable
7205,Manhattan Toy,16.09,16,1.0,4.4,16.09,16.09,2,0,1,0,0,0,new
7206,The Puppet Company,12.25,14,1.0,4.8,12.25,12.25,0,0,0,0,1,0,unavailable
7207,Blancho,13.65,1,1.0,5.0,13.65,13.65,0,0,0,0,1,0,unavailable
7208,Dowman Imports Ltd,11.98,2,1.0,5.0,11.98,11.98,2,0,1,0,0,0,new
7209,Fiesta,15.10,8,1.0,4.8,15.1,15.1,6,0,1,0,0,0,new
7210,The Puppet Company,29.99,71,2.0,4.7,29.99,29.99,3,0,1,0,0,0,new
7211,The Puppet Company,17.50,8,2.0,4.9,17.5,17.5,3,0,1,0,0,0,new
7212,The Puppet Company,12.99,7,2.0,4.9,12.99,12.99,4,0,1,0,0,0,new
7213,The Puppet Company,12.99,2,2.0,5.0,12.99,12.99,0,0,0,0,1,0,unavailable
7214,Homgaty,3.29,1,2.0,5.0,3.29,3.29,0,0,0,0,1,0,unavailable
7215,Living Puppets,48.80,1,2.0,5.0,48.8,48.8,4,0,1,0,0,0,new
7216,The Puppet Company,35.00,16,2.0,4.8,35.0,35.0,3,0,1,0,0,0,new
7217,The Puppet Company,22.88,10,1.0,4.7,22.88,22.88,5,0,1,0,0,0,new
7218,The Puppet Company,4.50,1,1.0,5.0,4.5,4.5,2,0,1,0,0,0,new
7219,Sooty,14.99,7,1.0,4.7,14.99,14.99,3,0,1,0,0,0,new
7220,PILOW PUPPETS,4.49,4,1.0,5.0,4.49,4.49,0,0,0,0,1,0,unavailable
7221,The Puppet Company,14.99,7,1.0,4.9,14.99,14.99,8,0,1,0,0,0,new
7222,The Puppet Company,18.50,2,1.0,5.0,18.5,18.5,3,0,1,0,0,0,new
7223,Snuggle Pets,19.19,31,1.0,4.6,19.19,19.19,4,0,1,0,0,0,new
7224,The Puppet Company,37.50,3,1.0,4.7,37.5,37.5,0,0,0,0,1,0,unavailable
7225,The Puppet Company,11.99,1,1.0,5.0,11.99,11.99,4,0,1,0,0,0,new
7226,The Puppet Company,12.75,16,1.0,4.4,12.75,12.75,4,0,1,0,0,0,new
7227,Melissa & Doug,16.99,22,1.0,4.6,16.99,16.99,13,0,1,0,0,0,new
7228,Unbekannt,7.99,2,1.0,4.0,7.99,7.99,2,0,1,0,0,0,new
7229,Homgaty,3.29,1,1.0,5.0,3.29,3.29,0,0,0,0,1,0,unavailable
7230,Fiesta,14.39,6,1.0,4.8,14.39,14.39,9,0,1,0,0,0,new
7231,Gund,19.86,5,1.0,4.4,19.86,19.86,2,0,1,0,0,0,new
7232,The Puppet Company,18.50,1,1.0,5.0,18.5,18.5,4,0,1,0,0,0,new
7233,Folkmanis,61.13,1,1.0,5.0,61.13,61.13,2,0,1,0,0,0,new
7234,Oxford,5.50,1,,5.0,5.5,5.5,0,0,0,0,1,0,unavailable
7235,Mattel,42.99,2,,4.5,42.99,42.99,3,0,1,0,0,0,new
7236,Oxford Diecast,24.99,1,,5.0,24.99,24.99,4,0,1,0,0,0,new
7237,Hornby,36.95,1,,5.0,36.95,36.95,3,0,1,0,0,0,new
7238,Britains,9.49,8,,4.8,9.49,9.49,17,0,1,0,0,0,new
7239,Maisto,21.90,2,,5.0,21.9,21.9,3,0,1,0,0,0,new
7240,Eddie Stobart,19.95,6,,4.8,19.95,19.95,4,0,1,0,0,0,new
7241,Tobar,22.82,1,,4.0,22.82,22.82,4,0,1,0,0,0,new
7242,Richmond Toys,8.25,1,,4.0,8.25,8.25,0,0,0,0,1,0,unavailable
7243,Oxford,11.99,1,,4.0,11.99,11.99,0,0,0,0,1,0,unavailable
7244,Welly,17.99,1,,5.0,17.99,17.99,2,0,1,0,0,0,new
7245,Maisto,12.20,2,,4.0,12.2,12.2,0,0,0,0,1,0,unavailable
7246,Britains Farm,23.29,11,,4.7,23.29,23.29,8,0,1,0,0,0,new
7247,solido,25.10,1,,5.0,25.1,25.1,3,0,1,0,0,0,new
7248,Hot Wheels,8.12,2,,4.5,8.12,8.12,3,0,1,0,0,0,new
7249,Classix,4.25,1,,5.0,4.25,4.25,4,0,1,0,0,0,new
7250,Oxford Diecast,8.99,4,,4.5,8.99,8.99,6,0,1,0,0,0,new
7251,Norscot,61.60,1,,5.0,61.6,61.6,5,0,1,0,0,0,new
7252,Welly,10.99,1,,5.0,10.99,10.99,3,0,1,0,0,0,new
7253,Triumph,9.99,4,,4.5,9.99,9.99,0,0,0,0,1,0,unavailable
7254,Fiat,13.50,1,,5.0,13.5,13.5,0,0,0,0,1,0,unavailable
7255,Yat Ming,38.99,1,,5.0,38.99,38.99,4,0,1,0,0,0,new
7256,Revell-Monogram,11.99,1,,4.0,11.99,11.99,19,0,1,0,0,0,new
7257,basetoys,4.49,1,,5.0,4.49,4.49,0,0,0,0,1,0,unavailable
7258,Siku,11.34,1,,5.0,11.34,11.34,22,0,1,0,0,0,new
