,manufacturer,price,number_of_reviews,number_of_answered_questions,average_review_rating,price_min,price_max,number_available_in_stock,collectible,new,refurbished,unavailable,used,condition
6658,Brio,7.49,10,2.0,4.8,7.49,7.49,33,0,1,0,0,0,new
6659,Chuggington,5.95,1,2.0,5.0,5.95,5.95,14,0,1,0,0,0,new
6660,Fisher-Price,4.29,7,2.0,4.6,4.29,4.29,8,0,1,0,0,0,new
6661,Bachmann,20.00,3,2.0,4.3,20.0,20.0,3,0,1,0,0,0,new
6662,Thomas & Friends,6.84,21,2.0,4.8,6.84,6.84,25,0,1,0,0,0,new
6663,Toys For Play,7.00,4,1.0,4.8,7.0,7.0,10,0,1,0,0,0,new
6664,Thomas & Friends,4.69,15,1.0,4.5,4.69,4.69,32,0,1,0,0,0,new
6665,Takara Tomy,14.21,1,1.0,5.0,14.21,14.21,14,0,1,0,0,0,new
6666,Brio,24.99,41,1.0,4.3,24.99,24.99,12,0,1,0,0,0,new
6667,Learning Curve,14.99,6,1.0,4.7,14.99,14.99,2,0,1,0,0,0,new
6668,Thomas & Friends,4.99,34,1.0,4.9,4.99,4.99,34,0,1,0,0,0,new
6669,Small Foot,77.44,4,1.0,5.0,77.44,77.44,14,0,1,0,0,0,new
6670,Bigjigs Rail,42.94,3,1.0,4.0,42.94,42.94,5,0,1,0,0,0,new
6671,Learning Curve,14.99,2,1.0,5.0,14.99,14.99,0,0,0,0,1,0,unavailable
6672,Tomy,2.28,1,1.0,5.0,2.28,2.28,5,0,1,0,0,0,new
6673,Bigjigs Rail,4.99,2,1.0,4.0,4.99,4.99,3,0,1,0,0,0,new
6674,KidKraft,159.99,70,,4.3,159.99,159.99,12,0,1,0,0,0,new
6675,Fisher-Price,40.00,20,1.0,4.6,40.0,40.0,2,0,0,0,0,1,used
6676,Toys For Play,4.69,1,1.0,4.0,4.69,4.69,12,0,1,0,0,0,new
6677,Bigjigs Rail,50.99,5,1.0,5.0,50.99,50.99,3,0,1,0,0,0,new
6678,Mega Bloks,11.33,1,1.0,5.0,11.33,11.33,8,0,1,0,0,0,new
6679,Fisher-Price,9.60,55,1.0,4.7,9.6,9.6,6,0,1,0,0,0,new
6680,Thomas & Friends,2.65,1,1.0,5.0,2.65,2.65,0,0,0,0,1,0,unavailable
6681,Brio,7.49,10,1.0,4.8,7.49,7.49,33,0,1,0,0,0,new
6682,Learning Curve,9.99,10,1.0,4.9,9.99,9.99,7,0,1,0,0,0,new
6683,Chuggington,6.75,1,1.0,5.0,6.75,6.75,14,0,1,0,0,0,new
6684,Takara Tomy,17.98,1,1.0,5.0,17.98,17.98,23,0,1,0,0,0,new
6685,Thomas & Friends,25.99,11,1.0,4.3,25.99,25.99,2,0,1,0,0,0,new
6686,Brio,12.85,8,1.0,4.9,12.85,12.85,26,0,1,0,0,0,new
6687,Toys For Play,8.08,1,1.0,5.0,8.08,8.08,6,0,1,0,0,0,new
6688,Thomas & Friends,6.17,3,1.0,4.7,6.17,6.17,24,0,1,0,0,0,new
6689,Bachmann,70.00,1,1.0,5.0,70.0,70.0,2,0,1,0,0,0,new
6690,Bigjigs Rail,11.99,8,1.0,4.5,11.99,11.99,3,0,1,0,0,0,new
6691,Thomas & Friends,21.75,122,3.0,4.6,21.75,21.75,28,0,1,0,0,0,new
6692,Bigjigs Rail,5.49,2,3.0,4.0,5.49,5.49,3,0,1,0,0,0,new
6693,Bachmann,180.00,1,1.0,5.0,180.0,180.0,3,0,1,0,0,0,new
6694,Thomas & Friends,7.29,29,1.0,4.6,7.29,7.29,28,0,1,0,0,0,new
6695,Takara Tomy,56.04,2,1.0,4.5,56.04,56.04,21,0,1,0,0,0,new
6696,Learning Curve,5.93,21,1.0,4.8,5.93,5.93,12,0,1,0,0,0,new
6697,Hornby,58.92,1,1.0,5.0,58.92,58.92,1,0,0,0,0,1,used
6698,Takara Tomy,11.36,5,1.0,4.6,11.36,11.36,38,0,1,0,0,0,new
6699,Thomas & Friends,16.63,7,1.0,4.3,16.63,16.63,27,0,1,0,0,0,new
6700,Thomas & Friends,6.45,10,1.0,5.0,6.45,6.45,19,0,1,0,0,0,new
6701,Mattel,14.61,4,1.0,4.8,14.61,14.61,26,0,1,0,0,0,new
6702,Caterpillar,28.91,3,1.0,5.0,28.91,28.91,11,0,1,0,0,0,new
6703,Thomas & Friends,10.75,1,1.0,5.0,10.75,10.75,12,0,1,0,0,0,new
6704,Hornby,126.20,1,1.0,5.0,126.2,126.2,0,0,0,0,1,0,unavailable
6705,Thomas & Friends,2.99,2,1.0,4.0,2.99,2.99,0,0,0,0,1,0,unavailable
6706,RC2,7.49,1,1.0,4.0,7.49,7.49,6,0,1,0,0,0,new
6707,Busch,10.10,1,1.0,5.0,10.1,10.1,4,0,1,0,0,0,new
6708,Takara Tomy,13.50,1,1.0,5.0,13.5,13.5,18,0,1,0,0,0,new
6709,Brio,7.49,14,1.0,4.6,7.49,7.49,32,0,1,0,0,0,new
6710,Thomas & Friends,7.77,13,1.0,4.7,7.77,7.77,28,0,1,0,0,0,new
6711,Bigjigs Rail,10.99,11,1.0,4.9,10.99,10.99,3,0,1,0,0,0,new
6712,Learning Curve,16.99,13,1.0,4.7,16.99,16.99,0,0,0,0,1,0,unavailable
6713,Brio,7.85,8,1.0,5.0,7.85,7.85,30,0,1,0,0,0,new
6714,Thomas & Friends,21.90,5,1.0,4.6,21.9,21.9,14,0,1,0,0,0,new
6715,Thomas & Friends,29.99,5,1.0,4.8,29.99,29.99,0,0,0,0,1,0,unavailable
6716,Thomas & Friends,11.56,8,1.0,5.0,11.56,11.56,23,0,1,0,0,0,new
6717,zizzi,16.50,4,1.0,4.0,16.5,16.5,0,0,0,0,1,0,unavailable
6718,Toys For Play,3.99,2,1.0,5.0,3.99,3.99,9,0,1,0,0,0,new
6719,Bigjigs Road,29.97,1,1.0,5.0,29.97,29.97,0,0,0,0,1,0,unavailable
6720,Brio,20.53,4,1.0,4.8,20.53,20.53,4,0,1,0,0,0,new
6721,Chuggington,11.95,2,1.0,5.0,11.95,11.95,13,0,1,0,0,0,new
6722,Thomas & Friends,5.71,6,1.0,4.8,5.71,5.71,16,0,1,0,0,0,new
6723,Melissa & Doug,31.88,2,1.0,5.0,31.88,31.88,16,0,1,0,0,0,new
6724,Fisher-Price,14.99,9,1.0,4.8,14.99,14.99,2,0,1,0,0,0,new
6725,Bigjigs Rail,7.49,47,1.0,4.8,7.49,7.49,2,0,1,0,0,0,new
6726,Toys For Play,4.43,1,1.0,4.0,4.43,4.43,11,0,1,0,0,0,new
6727,Learning Curve,25.00,4,1.0,4.3,25.0,25.0,2,0,1,0,0,0,new
6728,Chuggington,6.99,11,1.0,4.7,6.99,6.99,18,0,1,0,0,0,new
6729,Thomas & Friends,7.35,7,1.0,4.9,7.35,7.35,23,0,1,0,0,0,new
6730,Tomy,5.99,4,1.0,4.3,5.99,5.99,0,0,0,0,1,0,unavailable
6731,Chuggington,4.95,5,1.0,4.6,4.95,4.95,10,0,1,0,0,0,new
6732,Brio,7.40,14,1.0,4.2,7.4,7.4,35,0,1,0,0,0,new
6733,Brio,89.00,1,1.0,5.0,89.0,89.0,0,0,0,0,1,0,unavailable
6734,GoKi,8.45,1,1.0,4.0,8.45,8.45,5,0,1,0,0,0,new
6735,Thomas & Friends,7.96,100,10.0,4.6,7.96,7.96,62,0,1,0,0,0,new
6736,Toys For Play,3.30,1,10.0,5.0,3.3,3.3,2,0,1,0,0,0,new
6737,Thomas & Friends,20.00,38,1.0,4.1,20.0,20.0,35,0,1,0,0,0,new
6738,Bigjigs Rail,109.99,9,3.0,4.7,109.99,109.99,2,0,1,0,0,0,new
6739,Melissa & Doug,10.81,2,3.0,4.5,10.81,10.81,10,0,1,0,0,0,new
6740,Thomas & Friends,18.06,11,3.0,4.0,18.06,18.06,14,0,1,0,0,0,new
6741,Brio,54.99,3,3.0,5.0,54.99,54.99,3,0,1,0,0,0,new
6742,Thomas & Friends,9.99,25,3.0,4.9,9.99,9.99,8,0,1,0,0,0,new
6743,Brio,4.99,18,3.0,4.2,4.99,4.99,19,0,1,0,0,0,new
6744,Bigjigs Rail,5.99,3,3.0,5.0,5.99,5.99,4,0,1,0,0,0,new
6745,Thomas & Friends,20.98,16,3.0,4.8,20.98,20.98,12,0,1,0,0,0,new
6746,Brio,48.45,9,3.0,4.9,48.45,48.45,32,0,1,0,0,0,new
6747,Bruder,22.50,3,3.0,5.0,22.5,22.5,28,0,1,0,0,0,new
6748,Siku,3.52,1,3.0,4.0,3.52,3.52,19,0,1,0,0,0,new
6749,Bruder,11.32,23,3.0,4.9,11.32,11.32,30,0,1,0,0,0,new
6750,nanoblock,7.17,12,3.0,5.0,7.17,7.17,38,0,1,0,0,0,new
6751,Bruder,6.99,0,3.0,0.0,6.99,6.99,19,0,1,0,0,0,new
6752,Siku,34.79,2,3.0,5.0,34.79,34.79,22,0,1,0,0,0,new
6753,Bruder,36.60,6,3.0,4.2,36.6,36.6,17,0,1,0,0,0,new
6754,Robocar Poli,19.90,2,3.0,5.0,19.9,19.9,6,0,1,0,0,0,new
6755,Siku,19.70,2,1.0,5.0,19.7,19.7,15,0,1,0,0,0,new
6756,BIG,16.99,15,1.0,4.2,16.99,16.99,8,0,1,0,0,0,new
6757,ICONIX,23.89,1,1.0,5.0,23.89,23.89,2,0,1,0,0,0,new
6758,Bruder,24.00,4,1.0,4.8,24.0,24.0,18,0,1,0,0,0,new
6759,Bruder,35.29,21,1.0,4.9,35.29,35.29,29,0,1,0,0,0,new
6760,Dickie-Spielzeug,11.99,12,1.0,4.2,11.99,11.99,0,0,0,0,1,0,unavailable
6761,Bruder,14.20,1,1.0,5.0,14.2,14.2,23,0,1,0,0,0,new
6762,Siku,9.99,11,2.0,4.7,9.99,9.99,18,0,1,0,0,0,new
6763,Bruder,29.92,1,2.0,5.0,29.92,29.92,2,0,1,0,0,0,new
6764,KandyToys,14.99,3,2.0,4.0,14.99,14.99,2,0,1,0,0,0,new
6765,Bruder,19.60,1,2.0,5.0,19.6,19.6,25,0,1,0,0,0,new
6766,Siku,26.38,3,2.0,4.7,26.38,26.38,15,0,1,0,0,0,new
6767,Bruder,47.94,28,2.0,4.8,47.94,47.94,19,0,1,0,0,0,new
6768,Siku,13.78,6,2.0,4.2,13.78,13.78,13,0,1,0,0,0,new
6769,Bruder,22.57,1,2.0,5.0,22.57,22.57,3,0,1,0,0,0,new
6770,Bruder,18.99,19,2.0,4.6,18.99,18.99,30,0,1,0,0,0,new
6771,Road Rippers,19.99,4,1.0,4.8,19.99,19.99,3,0,1,0,0,0,new
6772,Bruder,10.48,1,1.0,5.0,10.48,10.48,25,0,1,0,0,0,new
6773,Tomica,20.01,1,1.0,5.0,20.01,20.01,2,0,1,0,0,0,new
6774,Siku,5.91,1,1.0,5.0,5.91,5.91,22,0,1,0,0,0,new
6775,Bruder,15.39,1,1.0,5.0,15.39,15.39,3,0,1,0,0,0,new
6776,Polesie Wader,15.99,1,1.0,5.0,15.99,15.99,0,0,0,0,1,0,unavailable
6777,Giochi Preziosi,28.12,1,1.0,5.0,28.12,28.12,9,0,1,0,0,0,new
6778,KandyToys,5.00,6,1.0,4.5,5.0,5.0,4,0,1,0,0,0,new
6779,Innovention Toys,24.49,38,1.0,4.1,24.49,24.49,11,0,1,0,0,0,new
6780,Star Trek,44.81,2,1.0,5.0,44.81,44.81,10,0,1,0,0,0,new
6781,YISET,5.98,1,1.0,5.0,5.98,5.98,3,0,1,0,0,0,new
6782,Playmobil,29.83,12,1.0,4.8,29.83,29.83,38,0,1,0,0,0,new
6783,Robocar Poli,16.89,5,1.0,4.6,16.89,16.89,11,0,1,0,0,0,new
6784,Siku,22.25,1,1.0,5.0,22.25,22.25,4,0,1,0,0,0,new
6785,Bob,4.99,2,1.0,4.0,4.99,4.99,3,0,1,0,0,0,new
6786,Siku,9.99,2,1.0,4.5,9.99,9.99,16,0,1,0,0,0,new
6787,Siku,8.00,3,1.0,4.7,8.0,8.0,11,0,1,0,0,0,new
6788,Shopkins,4.99,2,,5.0,4.99,4.99,20,0,1,0,0,0,new
6789,Mattel,8.95,2,,4.0,8.95,8.95,10,0,1,0,0,0,new
6790,PinkWebShop,5.70,1,,5.0,5.7,5.7,0,0,0,0,1,0,unavailable
6791,Playmobil,11.49,9,,4.9,11.49,11.49,38,0,1,0,0,0,new
6792,Barbie,214.99,17,4.0,4.2,214.99,214.99,5,0,1,0,0,0,new
6793,Golden Bear,5.99,2,4.0,5.0,5.99,5.99,3,0,1,0,0,0,new
6794,Playmobil,13.79,2,4.0,4.5,13.79,13.79,3,0,1,0,0,0,new
6795,Disney Princess,29.90,1,4.0,5.0,29.9,29.9,0,0,0,0,1,0,unavailable
6796,Disney,29.99,7,4.0,4.0,29.99,29.99,2,0,1,0,0,0,new
6797,Disney Princess,139.93,36,3.0,4.5,139.93,139.93,4,0,1,0,0,0,new
6798,Playmobil,17.99,16,3.0,5.0,17.99,17.99,35,0,1,0,0,0,new
6799,Polly Pocket,12.49,4,3.0,4.5,12.49,12.49,3,0,1,0,0,0,new
6800,Playmobil,18.40,2,3.0,5.0,18.4,18.4,3,0,1,0,0,0,new
6801,Barbie,22.90,14,3.0,4.9,22.9,22.9,18,0,1,0,0,0,new
6802,Cool Create,8.54,2,3.0,5.0,8.54,8.54,14,0,1,0,0,0,new
6803,Playmobil,12.99,17,3.0,4.8,12.99,12.99,7,0,1,0,0,0,new
6804,License 2 Play Inc,15.98,1,3.0,4.0,15.98,15.98,8,0,1,0,0,0,new
6805,Playmobil,8.90,3,3.0,5.0,8.9,8.9,42,0,1,0,0,0,new
6806,Playmobil,7.98,5,3.0,4.6,7.98,7.98,14,0,1,0,0,0,new
6807,Disney,9.99,3,3.0,4.3,9.99,9.99,11,0,1,0,0,0,new
6808,Mattel,24.95,1,3.0,5.0,24.95,24.95,17,0,1,0,0,0,new
6809,Mini Chou Chou Birdies,7.99,1,3.0,5.0,7.99,7.99,14,0,1,0,0,0,new
6810,Littlest Pet Shop,8.35,1,3.0,4.0,8.35,8.35,4,0,1,0,0,0,new
6811,Disney,24.42,1,3.0,5.0,24.42,24.42,4,0,1,0,0,0,new
6812,Monchhichi,20.00,3,3.0,5.0,20.0,20.0,2,0,1,0,0,0,new
6813,Believe You Can,5.87,24,1.0,4.8,5.87,5.87,5,0,1,0,0,0,new
6814,Weenicons,13.48,1,1.0,4.0,13.48,13.48,0,0,0,0,1,0,unavailable
6815,Powell Craft,12.95,1,1.0,5.0,12.95,12.95,3,0,1,0,0,0,new
6816,Manhattan Toy,9.85,1,1.0,5.0,9.85,9.85,11,0,1,0,0,0,new
6817,Little Miss Muffin,29.99,16,1.0,4.3,29.99,29.99,0,0,0,0,1,0,unavailable
6818,Mattel,28.17,3,1.0,5.0,28.17,28.17,10,0,1,0,0,0,new
6819,Disney,4.49,1,1.0,5.0,4.49,4.49,22,0,1,0,0,0,new
6820,Powell Craft,20.51,1,1.0,4.0,20.51,20.51,3,0,1,0,0,0,new
6821,Monchhichi,20.00,8,1.0,5.0,20.0,20.0,3,0,1,0,0,0,new
6822,Plan Toys,5.99,2,1.0,4.5,5.99,5.99,8,0,1,0,0,0,new
6823,Powell Craft,7.75,2,1.0,5.0,7.75,7.75,3,0,1,0,0,0,new
6824,Imajo,16.95,12,1.0,4.9,16.95,16.95,5,0,1,0,0,0,new
6825,The Great British Teddy Bear Company,29.95,2,1.0,5.0,29.95,29.95,0,0,0,0,1,0,unavailable
6826,Monchhichi,156.11,1,1.0,5.0,156.11,156.11,0,0,0,0,1,0,unavailable
6827,Think Pink,10.95,2,1.0,5.0,10.95,10.95,5,0,1,0,0,0,new
6828,Toyland,2.99,1,1.0,5.0,2.99,2.99,0,0,0,0,1,0,unavailable
6829,North American Bear,32.50,1,1.0,5.0,32.5,32.5,0,0,0,0,1,0,unavailable
6830,Lalaloopsy Mini,8.99,5,1.0,4.4,8.99,8.99,6,0,1,0,0,0,new
6831,Powell Craft,8.45,3,1.0,5.0,8.45,8.45,0,0,0,0,1,0,unavailable
6832,ChoicefullBargain,17.27,2,1.0,5.0,17.27,17.27,4,0,1,0,0,0,new
6833,My Doll,34.75,1,1.0,5.0,34.75,34.75,0,0,0,0,1,0,unavailable
6834,NPK,109.99,1,1.0,5.0,109.99,109.99,0,0,0,0,1,0,unavailable
6835,Golden Bear,24.99,4,1.0,5.0,24.99,24.99,0,0,0,0,1,0,unavailable
6836,Disney,32.49,7,2.0,4.9,32.49,32.49,13,0,1,0,0,0,new
6837,Cabbage Patch Kids,47.99,11,2.0,4.9,47.99,47.99,4,0,1,0,0,0,new
6838,Powell Craft,13.40,1,2.0,5.0,13.4,13.4,4,0,1,0,0,0,new
6839,Monster High,44.56,1,2.0,5.0,44.56,44.56,6,0,1,0,0,0,new
6840,Aquarius,17.49,1,2.0,5.0,17.49,17.49,13,0,1,0,0,0,new
6841,Budkins,6.45,2,2.0,5.0,6.45,6.45,6,0,1,0,0,0,new
6842,Groovy Girl,75.98,1,2.0,4.0,75.98,75.98,0,0,0,0,1,0,unavailable
6843,Kelly Toys,11.79,9,2.0,4.6,11.79,11.79,4,0,1,0,0,0,new
6844,Disney,19.97,4,2.0,4.8,19.97,19.97,4,0,1,0,0,0,new
6845,Disney,37.00,155,4.0,4.4,37.0,37.0,15,0,1,0,0,0,new
6846,Powell Craft,9.99,3,4.0,5.0,9.99,9.99,0,0,0,0,1,0,unavailable
6847,Smoby,24.99,1,4.0,5.0,24.99,24.99,0,0,0,0,1,0,unavailable
6848,DF Soft Toys,11.99,1,4.0,5.0,11.99,11.99,0,0,0,0,1,0,unavailable
6849,Fisher-Price,2.99,1,4.0,5.0,2.99,2.99,0,0,0,0,1,0,unavailable
6850,Oliver pascal,8.98,1,4.0,5.0,8.98,8.98,0,0,0,0,1,0,unavailable
6851,Monchhichi,20.00,1,4.0,5.0,20.0,20.0,5,0,1,0,0,0,new
6852,Takara Tomy,5.81,12,4.0,4.9,5.81,5.81,30,0,1,0,0,0,new
6853,Powell Craft,12.99,8,4.0,4.6,12.99,12.99,3,0,1,0,0,0,new
6854,Iwaya,44.83,1,4.0,5.0,44.83,44.83,14,0,1,0,0,0,new
6855,Powell Craft,5.99,1,4.0,4.0,5.99,5.99,2,0,1,0,0,0,new
6856,Deb Darling Designs,10.20,1,4.0,4.0,10.2,10.2,0,0,0,0,1,0,unavailable
6857,Simba,8.18,1,1.0,5.0,8.18,8.18,3,0,1,0,0,0,new
6858,Powell Craft,13.52,9,1.0,4.8,13.52,13.52,6,0,1,0,0,0,new
6859,Alex,13.91,2,1.0,4.5,13.91,13.91,5,0,1,0,0,0,new
6860,Powell Craft,9.75,1,1.0,5.0,9.75,9.75,2,0,1,0,0,0,new
6861,Powell Craft,12.45,20,4.0,4.7,12.45,12.45,5,0,1,0,0,0,new
6862,Takara Tomy,19.36,1,4.0,5.0,19.36,19.36,27,0,1,0,0,0,new
6863,Dammit Dolls,13.99,1,4.0,5.0,13.99,13.99,4,0,1,0,0,0,new
6864,Disney,23.38,2,4.0,5.0,23.38,23.38,3,0,1,0,0,0,new
6865,Powell Craft,12.95,1,4.0,5.0,12.95,12.95,2,0,1,0,0,0,new
6866,The Puppet Company,12.49,7,4.0,4.3,12.49,12.49,3,0,1,0,0,0,new
6867,Beanie Babies,14.95,8,4.0,4.9,14.95,14.95,2,0,1,0,0,0,new
6868,Small Foot,13.82,1,4.0,5.0,13.82,13.82,3,0,1,0,0,0,new
6869,Ty,14.95,3,4.0,5.0,14.95,14.95,2,0,1,0,0,0,new
6870,Manhattan Toy,14.98,7,4.0,4.6,14.98,14.98,9,0,1,0,0,0,new
6871,Dammit Dolls,14.99,1,4.0,4.0,14.99,14.99,4,0,1,0,0,0,new
6872,Lily Dolls,10.00,1,4.0,5.0,10.0,10.0,4,0,1,0,0,0,new
6873,Manhattan Toy,12.63,2,4.0,4.5,12.63,12.63,9,0,1,0,0,0,new
6874,WUSCHL,6.00,1,4.0,5.0,6.0,6.0,0,0,0,0,1,0,unavailable
6875,Powell Craft,6.69,15,1.0,4.3,6.69,6.69,6,0,1,0,0,0,new
6876,Personalised Bears and Rag Dolls,22.00,3,1.0,5.0,22.0,22.0,0,0,0,0,1,0,unavailable
6877,Snuggy Buds,5.99,1,1.0,5.0,5.99,5.99,0,0,0,0,1,0,unavailable
6878,Dammit Dolls,14.99,1,1.0,5.0,14.99,14.99,0,0,0,0,1,0,unavailable
6879,Manhattan Toy,12.99,1,1.0,5.0,12.99,12.99,5,0,1,0,0,0,new
6880,Peppa Pig,29.99,2,1.0,4.5,29.99,29.99,0,0,0,0,1,0,unavailable
6881,Craft,12.95,1,1.0,5.0,12.95,12.95,5,0,1,0,0,0,new
6882,Tobar,6.99,1,1.0,5.0,6.99,6.99,7,0,1,0,0,0,new
6883,Eshylala,2.59,134,1.0,4.0,2.59,2.59,0,0,0,0,1,0,unavailable
6884,Käthe Kruse,79.01,1,1.0,5.0,79.01,79.01,2,0,1,0,0,0,new
6885,Powell Craft,6.90,6,1.0,4.0,6.9,6.9,4,0,1,0,0,0,new
6886,Posh Paws,5.61,1,1.0,5.0,5.61,5.61,4,0,1,0,0,0,new
6887,Thorness,29.50,1,1.0,5.0,29.5,29.5,0,0,0,0,1,0,unavailable
6888,Character Options,10.99,1,1.0,5.0,10.99,10.99,3,0,1,0,0,0,new
6889,Powell Craft,19.99,2,1.0,5.0,19.99,19.99,0,0,0,0,1,0,unavailable
6890,JC Toys,71.43,1,1.0,5.0,71.43,71.43,2,0,1,0,0,0,new
6891,Ty,7.55,1,1.0,5.0,7.55,7.55,12,0,1,0,0,0,new
6892,Powell Craft,7.85,2,1.0,4.0,7.85,7.85,4,0,1,0,0,0,new
6893,Sensory Toy Warehouse,3.42,5,1.0,4.8,3.42,3.42,4,0,1,0,0,0,new
6894,Sofia the First,9.99,1,1.0,5.0,9.99,9.99,0,0,0,0,1,0,unavailable
6895,Manhattan Toy,12.99,1,1.0,5.0,12.99,12.99,5,0,1,0,0,0,new
6896,Manhattan Toy,14.99,1,1.0,5.0,14.99,14.99,4,0,1,0,0,0,new
6897,woooow doll,19.99,1,1.0,5.0,19.99,19.99,0,0,0,0,1,0,unavailable
6898,Plush,14.99,2,1.0,4.5,14.99,14.99,3,0,1,0,0,0,new
6899,Manhattan Toy,9.95,1,1.0,5.0,9.95,9.95,12,0,1,0,0,0,new
6900,Manhattan Toy,15.00,4,1.0,4.5,15.0,15.0,8,0,1,0,0,0,new
6901,Powell Craft,12.35,14,1.0,4.9,12.35,12.35,10,0,1,0,0,0,new
6902,Smiffy's,3.38,2,1.0,5.0,3.38,3.38,3,0,1,0,0,0,new
6903,Monchhichi,20.00,2,1.0,5.0,20.0,20.0,2,0,1,0,0,0,new
6904,Black Butler,17.24,3,1.0,5.0,17.24,17.24,9,0,1,0,0,0,new
6905,Sochi 2014,54.90,1,1.0,5.0,54.9,54.9,2,0,1,0,0,0,new
6906,Groovy Girl,3.99,1,1.0,5.0,3.99,3.99,2,0,1,0,0,0,new
6907,NPK,84.99,1,1.0,4.0,84.99,84.99,0,0,0,0,1,0,unavailable
6908,Scream,14.95,1,1.0,5.0,14.95,14.95,2,0,1,0,0,0,new
6909,Dolly Doo,9.75,1,1.0,5.0,9.75,9.75,0,0,0,0,1,0,unavailable
6910,Ty,12.95,1,1.0,5.0,12.95,12.95,2,0,1,0,0,0,new
6911,Powell Craft,11.99,12,1.0,4.9,11.99,11.99,6,0,1,0,0,0,new
6912,Manhattan Toy,7.48,3,1.0,4.3,7.48,7.48,12,0,1,0,0,0,new
6913,Rag Dolls,14.99,2,1.0,5.0,14.99,14.99,4,0,1,0,0,0,new
6914,Dammit Dolls,14.99,1,1.0,5.0,14.99,14.99,0,0,0,0,1,0,unavailable
6915,Nollmit,2.94,516,1.0,4.2,2.94,2.94,3,0,1,0,0,0,new
6916,Disney,54.99,3,1.0,5.0,54.99,54.99,8,0,1,0,0,0,new
6917,Manhattan Toy,15.00,7,1.0,4.4,15.0,15.0,8,0,1,0,0,0,new
6918,Disney Frozen,31.51,5,1.0,5.0,31.51,31.51,7,0,1,0,0,0,new
6919,Powell Craft,8.60,1,1.0,4.0,8.6,8.6,3,0,1,0,0,0,new
6920,Unknown,28.25,12,1.0,4.6,28.25,28.25,0,0,0,0,1,0,unavailable
6921,"Cut the Rope, Zeptolab",12.99,13,1.0,4.7,12.99,12.99,2,0,1,0,0,0,new
6922,Manhattan Toy,10.99,1,1.0,4.0,10.99,10.99,3,0,1,0,0,0,new
6923,Flair,15.34,5,1.0,4.4,15.34,15.34,8,0,1,0,0,0,new
6924,EY-slimming toys,17.77,2,1.0,4.5,17.77,17.77,0,0,0,0,1,0,unavailable
6925,Dirty Fingers,11.75,2,1.0,5.0,11.75,11.75,6,0,1,0,0,0,new
6926,Powell Craft,13.65,1,1.0,4.0,13.65,13.65,6,0,1,0,0,0,new
6927,MGA Entertainment,19.95,1,1.0,4.0,19.95,19.95,10,0,1,0,0,0,new
6928,Rag Doll,6.95,8,1.0,4.6,6.95,6.95,6,0,1,0,0,0,new
6929,iAS,14.99,9,1.0,4.6,14.99,14.99,0,0,0,0,1,0,unavailable
6930,Mooshka,18.98,1,1.0,5.0,18.98,18.98,2,0,1,0,0,0,new
6931,Manhattan Toy,12.99,4,1.0,4.5,12.99,12.99,4,0,1,0,0,0,new
6932,Disney,39.70,2,1.0,4.5,39.7,39.7,0,0,0,0,1,0,unavailable
6933,Living Puppets,56.98,1,1.0,5.0,56.98,56.98,7,0,1,0,0,0,new
6934,Budkins,4.93,3,1.0,4.0,4.93,4.93,9,0,1,0,0,0,new
6935,Lalaloopsy Mini,8.73,2,11.0,5.0,8.73,8.73,14,0,1,0,0,0,new
6936,Oskar & Ellen,26.64,3,11.0,5.0,26.64,26.64,0,0,0,0,1,0,unavailable
6937,Gund,16.18,2,11.0,4.0,16.18,16.18,5,0,1,0,0,0,new
6938,Dammit Dolls,14.99,1,11.0,4.0,14.99,14.99,2,0,1,0,0,0,new
6939,Powell Craft,7.25,1,11.0,5.0,7.25,7.25,6,0,1,0,0,0,new
6940,Powell Craft,21.49,2,11.0,5.0,21.49,21.49,2,0,1,0,0,0,new
6941,Berenguer,39.95,7,11.0,4.9,39.95,39.95,0,0,0,0,1,0,unavailable
6942,Wonderworld,18.85,1,11.0,4.0,18.85,18.85,2,0,1,0,0,0,new
6943,The Puppet Company,12.49,8,11.0,4.4,12.49,12.49,2,0,1,0,0,0,new
6944,Powell Craft,4.99,1,11.0,5.0,4.99,4.99,0,0,0,0,1,0,unavailable
6945,Apples to Pears,9.28,4,11.0,4.8,9.28,9.28,11,0,1,0,0,0,new
6946,Sonic The Hedgehog,17.49,2,11.0,5.0,17.49,17.49,9,0,1,0,0,0,new
6947,Girlie Paws,19.99,1,1.0,5.0,19.99,19.99,0,0,0,0,1,0,unavailable
6948,LEGO,32.81,4,,5.0,32.81,32.81,32,0,1,0,0,0,new
6949,Penzora,10.99,1,,5.0,10.99,10.99,0,0,0,0,1,0,unavailable
6950,Star Cutouts Ltd,29.99,5,,4.2,29.99,29.99,7,0,1,0,0,0,new
6951,The Zelf's,9.99,1,,5.0,9.99,9.99,11,0,1,0,0,0,new
6952,Collectable Minifigures,9.99,2,,4.5,9.99,9.99,4,0,1,0,0,0,new
6953,POP! Rides,16.32,39,1.0,4.9,16.32,16.32,15,0,1,0,0,0,new
6954,Takara Tomy,20.00,2,1.0,5.0,20.0,20.0,2,0,1,0,0,0,new
6955,POP! Vinyl,9.95,4,2.0,5.0,9.95,9.95,45,0,1,0,0,0,new
6956,Ben 10,4.99,6,2.0,4.5,4.99,4.99,23,0,1,0,0,0,new
6957,Star images,447.99,1,3.0,5.0,447.99,447.99,3,0,1,0,0,0,new
